Title,Accession Number,Museum Name,Object Type,,Medium,,Main Artist,,Artist's Nationality,,Artist's Life Date / Bio Data,,Country,,Inscription,,Dimensions,,Brief Description,,Detailed Description,,Period / Year of Work,,Gallery Name,,Main Material,,Component Material II,,Origin Place
Boats,ngma-04636,"National Gallery of Modern Art, New Delhi",Print,,,,S. A. Krishnan,,Indian,,,,India,,,,,,,,,,,,NGMA-New Delhi,,Graphic print,,,,
Two Figures,ngma-04637,"National Gallery of Modern Art, New Delhi",Painting,,Pen and ink on paper,,Arup Das,,Indian,,,,India,,,,33.2 X 37.5 cms,,,,,,,,NGMA-New Delhi,,Pen and ink on paper,,,,
Lord Krishna,ngma-04638,"National Gallery of Modern Art, New Delhi",Print,,,,Madhu Gupta,,Indian,,,,India,,,,14.9 X 30 cms,,,,,,,,NGMA-New Delhi,,Graphic Print - etching,,,,
"Landscape, Shillong",ngma-04639,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Ramkinkar Baij,,Indian,,"Ramkinkar Baij, one of the most seminal artists of modern India, was an iconic sculptor, painter and graphic artist. Ramkinkar Baij (1906-1980) was born in Bankura, West Bengal, into a family of little economic and social standing and grew by his sheer determination into one of the most distinguished early modernists of Indian art. In 1925, he made his way to Kala Bhavana, the art school at Santiniketan and was under the guidance of Nandalal Bose. Encouraged by the liberating, intellectual environment of Santiniketan, his artistic skills and intellectual horizons blossomed, thus acquiring greater depth and complexity. Soon after completing his studies at Kala Bhavana he became a faculty member, and along with Nandalal Bose and Benodebehari Mukherjee played a pivotal role in making Santiniketan one of the most important centres for modern art in pre-Independent India. In 1970, the Government of India honoured him with the Padma Bhushan for his irrefutable contribution to Indian art. Ramkinkar's monumental sculptures are established landmarks in public art. One of the earliest modernists in Indian art, he assimilated the idioms of the European modern visual language and yet was rooted in his own Indian ethos. He experimented restlessly with forms, moving freely from figurative to abstract and back to figurative, his themes were steeped in a deep sense of humanism and an instinctive understanding of the symbiotic relationship between man and nature. Both in his paintings and sculptures, he pushed the limits of experimentation and ventured into the use of new materials. For instance, his use of unconventional material, for the time, such as cement concrete for his monumental public sculptures set a new precedent for art practices. The use of cement, laterite and mortar to model the figures, and the use of a personal style in which modern western and Indian pre-classical sculptural values were brought together was equally radical.",,India,,Signed 'Ramkinkar' in Bengali in the bottom-left corner of the painting. The painting also bears an inscription in 'Bengali ' which can be translated as 'Shillong' referring to the name of the place.,,,,"Ramkinkar Baij
selected images for his sculptures and paintings from his rural surroundings.
The poor and the downtrodden figured primarily as his subjects. Baij's
watercolours mostly reflect his preoccupation with nature and the animal world.
His work is characterized by tremendous energy, dynamism and the use of earthy
colours. In the above painting, the artist has depicted a landscape with dabs
and dashes of watercolour in tonal variation delineating the form.",,"Ramkinkar Baij was a reclusive modernist artist who always remained on the fringes of the art market. He took a great interest in human figures, body language and in the general human drama. Modern Western art and pre and post-classical Indian art were his main point of reference. Although primarily known for his expressionistic sculpture, he was also a gifted painter. The sense of rhythm that his sculpture was noted for, is manifested brilliantly in his watercolours. His works in the Kalighat tradition interconnected with Cubism to achieve an unusual personal idiom. Both his sculpture and his paintings are unprompted and bold.",,,,,,,,,,
Rice Mill,ngma-04640-,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Ramkinkar Vaij,,Indian,,,,India,,,,25.6x23.9cm,,"A beautiful water colour rendering showing the landscape with a Rice mill.  Ramkinker's works, be it sketches or his sculptures, are earthy and dynamic with a surging movement or growth.",,,,15.12.1948,,,,,,,,
Rice Mill,ngma-04640,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Baij Ramkinkar,,Indian,,"Ramkinkar Baij, one of the most seminal artists of modern India, was an iconic sculptor, painter and graphic artist. Ramkinkar Baij (1906-1980) was born in Bankura, West Bengal, into a family of little economic and social standing and grew by his sheer determination into one of the most distinguished early modernists of Indian art. In 1925, he made his way to Kala Bhavana, the art school at Santiniketan and was under the guidance of Nandalal Bose. Encouraged by the liberating, intellectual environment of Santiniketan, his artistic skills and intellectual horizons blossomed, thus acquiring greater depth and complexity. Soon after completing his studies at Kala Bhavana he became a faculty member, and along with Nandalal Bose and Benodebehari Mukherjee played a pivotal role in making Santiniketan one of the most important centres for modern art in pre-Independent India. In 1970, the Government of India honoured him with the Padma Bhushan for his irrefutable contribution to Indian art. Ramkinkar's monumental sculptures are established landmarks in public art. One of the earliest modernists in Indian art, he assimilated the idioms of the European modern visual language and yet was rooted in his own Indian ethos. He experimented restlessly with forms, moving freely from figurative to abstract and back to figurative, his themes were steeped in a deep sense of humanism and an instinctive understanding of the symbiotic relationship between man and nature. Both in his paintings and sculptures, he pushed the limits of experimentation and ventured into the use of new materials. For instance, his use of unconventional material, for the time, such as cement concrete for his monumental public sculptures set a new precedent for art practices. The use of cement, laterite and mortar to model the figures, and the use of a personal style in which modern western and Indian pre-classical sculptural values were brought together was equally radical.",,India,,Signed 'Ramkinkar' at the bottom right corner of the painting.,,25.6 x 23.9 cm,,"Ramkinkar Baij was immensely influenced by his austere surrounding, the ordinary people and the nature that became his subject matter for painting and sculpture. In this painting, he has depicted a rice mill, rendered with swift strokes of watercolor delineating the forms.",,"Ramkinkar Baij was a reclusive modernist artist who always remained on the fringes of the art market. He took a great interest in human figures, body language and in the general human drama. Modern Western art and pre and post-classical Indian art were his main point of reference. Although primarily known for his expressionistic sculpture, he was also a gifted painter. The sense of rhythm that his sculpture was noted for, is manifested brilliantly in his watercolours. His works in the Kalighat tradition interconnected with Cubism to achieve an unusual personal idiom. Both his sculpture and his paintings are unprompted and bold.",,,,NGMA-New Delhi,,,,,,India
Landscape,ngma-04641,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Ramkinkar Baij,,Indian,,"Ramkinkar Baij, one of the most seminal artists of modern India, was an iconic sculptor, painter and graphic artist. Ramkinkar Baij (1906-1980) was born in Bankura, West Bengal, into a family of little economic and social standing and grew by his sheer determination into one of the most distinguished early modernists of Indian art. In 1925, he made his way to Kala Bhavana, the art school at Santiniketan and was under the guidance of Nandalal Bose. Encouraged by the liberating, intellectual environment of Santiniketan, his artistic skills and intellectual horizons blossomed, thus acquiring greater depth and complexity. Soon after completing his studies at Kala Bhavana he became a faculty member, and along with Nandalal Bose and Benodebehari Mukherjee played a pivotal role in making Santiniketan one of the most important centres for modern art in pre-Independent India. In 1970, the Government of India honoured him with the Padma Bhushan for his irrefutable contribution to Indian art. Ramkinkar's monumental sculptures are established landmarks in public art. One of the earliest modernists in Indian art, he assimilated the idioms of the European modern visual language and yet was rooted in his own Indian ethos. He experimented restlessly with forms, moving freely from figurative to abstract and back to figurative, his themes were steeped in a deep sense of humanism and an instinctive understanding of the symbiotic relationship between man and nature. Both in his paintings and sculptures, he pushed the limits of experimentation and ventured into the use of new materials. For instance, his use of unconventional material, for the time, such as cement concrete for his monumental public sculptures set a new precedent for art practices. The use of cement, laterite and mortar to model the figures, and the use of a personal style in which modern western and Indian pre-classical sculptural values were brought together was equally radical.",,India,,Signed 'Ramkinkar' in Bengali in the bottom- right corner of the sketch.,,,,"Ramkinkar deep felt love and oneness with nature could be
seen in his vigorously painted and sculpted images of the animals, birds, flora
and fauna in his surroundings. In this painting, he has depicted a landscape
having trees over a mountain, rendered with fluid, swift strokes of watercolour
in tonal variation delineating the forms and adding grace to the composition.",,"Ramkinkar Baij was a reclusive modernist artist who always remained on the fringes of the art market. He took a great interest in human figures, body language and in the general human drama. Modern Western art and pre and post-classical Indian art were his main point of reference. Although primarily known for his expressionistic sculpture, he was also a gifted painter. The sense of rhythm that his sculpture was noted for is manifested brilliantly in his paintings and sketches. His works in the Kalighat tradition interconnected with Cubism to achieve an unusual personal idiom. Both his sculpture and his paintings are unprompted and bold.",,,,,,,,,,
"A Porter, 1947",ngma-04644-,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Ramkinkar Vaij,,Indian,,,,India,,,,30x22.5cm,,A beautiful sketch of the potter carrying clay.  It is a quick and a fine observed rendering done by the artist with watercolours on paper.,,,,1947,,,,,,,,
A Porter,ngma-04644,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Baij Ramkinkar,,Indian,,"Ramkinkar Baij, one of the most seminal artists of modern India, was an iconic sculptor, painter and graphic artist. Ramkinkar Baij (1906-1980) was born in Bankura, West Bengal, into a family of little economic and social standing and grew by his sheer determination into one of the most distinguished early modernists of Indian art. In 1925, he made his way to Kala Bhavana, the art school at Santiniketan and was under the guidance of Nandalal Bose. Encouraged by the liberating, intellectual environment of Santiniketan, his artistic skills and intellectual horizons blossomed, thus acquiring greater depth and complexity. Soon after completing his studies at Kala Bhavana he became a faculty member, and along with Nandalal Bose and Benodebehari Mukherjee played a pivotal role in making Santiniketan one of the most important centres for modern art in pre-Independent India. In 1970, the Government of India honoured him with the Padma Bhushan for his irrefutable contribution to Indian art. Ramkinkar's monumental sculptures are established landmarks in public art. One of the earliest modernists in Indian art, he assimilated the idioms of the European modern visual language and yet was rooted in his own Indian ethos. He experimented restlessly with forms, moving freely from figurative to abstract and back to figurative, his themes were steeped in a deep sense of humanism and an instinctive understanding of the symbiotic relationship between man and nature. Both in his paintings and sculptures, he pushed the limits of experimentation and ventured into the use of new materials. For instance, his use of unconventional material, for the time, such as cement concrete for his monumental public sculptures set a new precedent for art practices. The use of cement, laterite and mortar to model the figures, and the use of a personal style in which modern western and Indian pre-classical sculptural values were brought together was equally radical.",,India,,,,,,"Ramkinkar Baij was immensely influenced by his austere surrounding, the ordinary people and the nature that became his subject matter for painting and sculpture. In this painting, he has depicted a man carrying bag and walking along the path, rendered with swift strokes of watercolor delineating the forms.",,"Ramkinkar Baij was a reclusive modernist artist who always remained on the fringes of the art market. He took a great interest in human figures, body language and in the general human drama. Modern Western art and pre and post-classical Indian art were his main point of reference. Although primarily known for his expressionistic sculpture, he was also a gifted painter. The sense of rhythm that his sculpture was noted for, is manifested brilliantly in his watercolours. His works in the Kalighat tradition interconnected with Cubism to achieve an unusual personal idiom. Both his sculpture and his paintings are unprompted and bold.",,,,NGMA-New Delhi,,,,,,
"Untitled, 1980",ngma-04645,"National Gallery of Modern Art, New Delhi",Print,,,,David De Almeida,,Portuguese,,,,Portugal,,,,12.8 X 16.7 cms,,,,,,1980,,NGMA-New Delhi,,Etching Print,,,,
"Untitled, 1972",ngma-04646,"National Gallery of Modern Art, New Delhi",Print,,,,Hadlac,,,,,,,,,,11 X 22.5 cms,,,,,,1972,,NGMA-New Delhi,,Etching Print,,,,
Untitled,ngma-04647-,"National Gallery of Modern Art, New Delhi",Painting,,Tempera on paper,,Unknown,,,,,,,,,,27x22cm,,An abstract painting.,,,,,,,,,,,,
Untitled,ngma-04647,"National Gallery of Modern Art, New Delhi",Painting,,Tempera (varnish on wood),,Unknown,,,,,,,,,,27 x 22 cm,,,,,,,,NGMA-New Delhi,,,,,,
"Greeting Card, 1976",ngma-04649,"National Gallery of Modern Art, New Delhi",Print,,,,Shobha Broota,,,,,,,,,,12.8 X 9.5 cms,,,,,,1976,,NGMA-New Delhi,,Etching Print,,,,
Donkey With Sun,ngma-04650-,"National Gallery of Modern Art, New Delhi",Print,,,,Unknown,,,,,,,,,,15.5 x 17.5 cm,,"The image shows a very simplistic, folk like form of a Donkey and Sun very interestingly layered with multiple print processes.",,,,,,,,Mixed Media,,,,
Donkey With Sun,ngma-04650,"National Gallery of Modern Art, New Delhi",Painting,,Mixed Media,,Unknown,,Indian,,,,India,,,,15.5 x 17.5 cm,,,,,,,,NGMA-New Delhi,,,,,,
Landscape- Shillong,ngma-04651,"National Gallery of Modern Art, New Delhi",Painting,,Watercolor on Paper,,Baij Ramkinkar,,Indian,,"Ramkinkar Baij, one of the most seminal artists of modern India, was an iconic sculptor, painter and graphic artist. Ramkinkar Baij (1906-1980) was born in Bankura, West Bengal, into a family of little economic and social standing and grew by his sheer determination into one of the most distinguished early modernists of Indian art. In 1925, he made his way to Kala Bhavana, the art school at Santiniketan and was under the guidance of Nandalal Bose. Encouraged by the liberating, intellectual environment of Santiniketan, his artistic skills and intellectual horizons blossomed, thus acquiring greater depth and complexity. Soon after completing his studies at Kala Bhavana he became a faculty member, and along with Nandalal Bose and Benodebehari Mukherjee played a pivotal role in making Santiniketan one of the most important centres for modern art in pre-Independent India. In 1970, the Government of India honoured him with the Padma Bhushan for his irrefutable contribution to Indian art. Ramkinkar's monumental sculptures are established landmarks in public art. One of the earliest modernists in Indian art, he assimilated the idioms of the European modern visual language and yet was rooted in his own Indian ethos. He experimented restlessly with forms, moving freely from figurative to abstract and back to figurative, his themes were steeped in a deep sense of humanism and an instinctive understanding of the symbiotic relationship between man and nature. Both in his paintings and sculptures, he pushed the limits of experimentation and ventured into the use of new materials. For instance, his use of unconventional material, for the time, such as cement concrete for his monumental public sculptures set a new precedent for art practices. The use of cement, laterite and mortar to model the figures, and the use of a personal style in which modern western and Indian pre-classical sculptural values were brought together was equally radical.",,India,,Signed 'Ramkinkar' at the bottom left corner of the painting.,,36 x 25.7 cm,,"Ramkinkar Baij was immensely influenced by his austere surrounding, the ordinary people and the nature that became his subject matter for painting and sculpture. In this painting, he has depicted a serene landscape, rendered with swift strokes of watercolor delineating the forms.",,"Ramkinkar Baij was a reclusive modernist artist who always remained on the fringes of the art market. He took a great interest in human figures, body language and in the general human drama. Modern Western art and pre and post-classical Indian art were his main point of reference. Although primarily known for his expressionistic sculpture, he was also a gifted painter. The sense of rhythm that his sculpture was noted for, is manifested brilliantly in his watercolours. His works in the Kalighat tradition interconnected with Cubism to achieve an unusual personal idiom. Both his sculpture and his paintings are unprompted and bold.",,,,NGMA-New Delhi,,,,,,
